Index;Country;Programme;Year;University;University code;Latitude;Longitude;Reserved
282;Tunisia ;Knowledge-based Entrepreneurship;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
283;Egypt ;Service Management, Sustainable Service Management;2021;Lund University;LU;55,7119;13,2035;FALSE
284;Brazil ;International Marketing & Brand Management;2021;Lund University;LU;55,7119;13,2035;FALSE
285;Honduras ;INFRASTRUCTURE AND ENVIRONMENTAL ENGINEERING;2021;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
286;Brazil ;Architectural Lighting Design;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
287;Tanzania ;Public Health within Health and Social Welfare;2021;Mälardalen University;MDH;59,6186;16,5404;FALSE
288;Azerbaijan ;International Human Rights Law;2021;Lund University;LU;55,7119;13,2035;FALSE
289;Kenya ;Agricultural Economics and Management;2021;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
290;Kenya ;Animal Science;2021;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
291;Bolivia ;Political communication;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
292;Colombia ;Business Administration - Strategy and Management in International Organisations;2021;Linköping University;LIU;58,3978;15,576;FALSE
293;Egypt ;Solar Energy Engineering;2021;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
294;Georgia ;International Human Rights Law;2021;Lund University;LU;55,7119;13,2035;FALSE
295;Brazil ;International Human Rights Law;2021;Lund University;LU;55,7119;13,2035;FALSE
296;Azerbaijan ;Sustainable Development;2021;Uppsala University;UU;59,8509;17,63;FALSE
297;Russia ;Social Sciences Digital Media and Society;2021;Uppsala University;UU;59,8509;17,63;FALSE
298;Philippines ;Science for Sustainable Development;2021;Linköping University;LIU;58,3978;15,576;FALSE
299;Russia ;International Administration and Global Governance - Gothenburg;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
300;Jordan ;Sustainable Urban Design;2021;Lund University;LU;55,7119;13,2035;FALSE
301;Ethiopia ;Chemistry for Renewable Energy;2021;Uppsala University;UU;59,8509;17,63;FALSE
302;Egypt ;Entrepreneurship;2021;Uppsala University;UU;59,8509;17,63;FALSE
303;Ghana ;Public Health;2021;Lund University;LU;55,7119;13,2035;FALSE
304;Russia ;International Commercial Arbitration Law;2021;Stockholm University;SU;59,3622;18,0578;FALSE
305;Gambia ;Public Health with a Specialization in Health Economics;2021;Umeå University;UMU;63,8202;20,3054;FALSE
306;Bolivia ;Sustainable Energy Engineering;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
307;Kenya ;Strategic Leadership towards Sustainability;2021;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
308;Turkey ;Political Science: Global Politics and Societal Change;2021;Malmö University;MAU;55,6088;12,9946;FALSE
309;Morocco ;Strategic Leadership towards Sustainability;2021;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
310;Russia ;Environmental Engineering and Sustainable Infrastructure;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
311;Brazil ;Biomedicine;2021;Lund University;LU;55,7119;13,2035;FALSE
312;Sri Lanka ;"Business Process Control and Supply Chain Management - Frontiers in
Logistics & Supply Chain Managemen";2021;Linnaeus University;LNU;56,8545;14,83;FALSE
313;Kenya ;Information Systems;2021;Uppsala University;UU;59,8509;17,63;FALSE
314;Armenia ;Ethnic and Migration Studies;2021;Linköping University;LIU;58,3978;15,576;FALSE
315;Georgia ;Communication;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
316;Myanmar (Burma) ;Global Health;2021;Uppsala University;UU;59,8509;17,63;FALSE
317;Ukraine ;Media and Communication Studies;2021;Lund University;LU;55,7119;13,2035;FALSE
318;Russia ;European Intellectual Proterty Law;2021;Stockholm University;SU;59,3622;18,0578;FALSE
319;Cambodia ;Education with International and Comparative specialisation;2021;Stockholm University;SU;59,3622;18,0578;FALSE
320;Russia ;European Studies - Social Science Track;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
321;Georgia ;International Marketing;2021;Mälardalen University;MDH;59,6186;16,5404;FALSE
322;Colombia ;Sustainable Development;2021;Uppsala University;UU;59,8509;17,63;FALSE
323;Armenia ;Media Management;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
324;Sudan ;Marketing;2021;Umeå University;UMU;63,8202;20,3054;FALSE
325;Philippines ;Landscape Architecture;2021;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
326;Egypt ;Business Development and Internationalisation;2021;Umeå University;UMU;63,8202;20,3054;FALSE
327;Ethiopia ;Applied Computer Science for Sustainable Development;2021;Kristianstad University;HKR;56,0485;14,1463;FALSE
328;Belarus ;Business Intelligence;2021;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
329;Georgia ;International Human Rights Law;2021;Lund University;LU;55,7119;13,2035;FALSE
330;Morocco ;Wind Power Project Management;2021;Uppsala University;UU;59,8509;17,63;FALSE
331;Tanzania ;International Affairs;2021;Linnaeus University;LNU;56,8545;14,83;FALSE
332;Bangladesh ;Public Health Sciences: Societal perspectives;2021;Stockholm University;SU;59,3622;18,0578;FALSE
333;Turkey ;Political Science: Global Politics;2021;Malmö University;MAU;55,6088;12,9946;FALSE
334;Georgia ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;FALSE
335;Vietnam ;Finance;2021;Lund University;LU;55,7119;13,2035;FALSE
336;Russia ;Media Management;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
337;Brazil ;Programme in Development Studies;2021;Lund University;LU;55,7119;13,2035;FALSE
338;Russia ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;FALSE
339;Georgia ;Ethnic and Migration Studies;2021;Linköping University;LIU;58,3978;15,576;FALSE
340;Azerbaijan ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;FALSE
341;Armenia ;International Development and Management;2021;Lund University;LU;55,7119;13,2035;FALSE
342;Ukraine ;Global Studies;2021;Lund University;LU;55,7119;13,2035;FALSE
343;Tunisia ;Knowledge-based Entrepreneurship;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
344;Russia ;Strategic Human Resource Management and Labour Relations;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
345;Philippines ;Maintenance Engineering;2021;Luleå University of Technology;LTU;65,618;22,1402;FALSE
346;Gambia ;Outdoor and Sustainability Education;2021;Linköping University;LIU;58,3978;15,576;FALSE
347;Guatemala ;Pharmaceutical Modelling;2021;Uppsala University;UU;59,8509;17,63;FALSE
348;Rwanda ;Leadership and Management in International Contexts;2021;Linnaeus University;LNU;56,8545;14,83;FALSE
349;Georgia ;Digital Service Innovation;2021;Halmstad University;HH;56,6647;12,878;FALSE
350;Azerbaijan ;European Business Law;2021;Lund University;LU;55,7119;13,2035;FALSE
351;Sudan ;Communication Systems;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
352;Russia ;Environmental Economics and Management;2021;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
353;Ethiopia ;Applied Computer Science for Sustainable Development;2021;Kristianstad University;HKR;56,0485;14,1463;FALSE
354;Belarus ;Business Intelligence;2021;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
355;Georgia ;International Human Rights Law;2021;Lund University;LU;55,7119;13,2035;FALSE
356;Morocco ;Wind Power Project Management;2021;Uppsala University;UU;59,8509;17,63;FALSE
357;Tanzania ;International Affairs;2021;Linnaeus University;LNU;56,8545;14,83;FALSE
358;Bangladesh ;Public Health Sciences: Societal perspectives;2021;Stockholm University;SU;59,3622;18,0578;FALSE
359;Turkey ;Political Science: Global Politics;2021;Malmö University;MAU;55,6088;12,9946;FALSE
360;Georgia ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;FALSE
361;Vietnam ;Finance;2021;Lund University;LU;55,7119;13,2035;FALSE
362;Russia ;Media Management;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
363;Brazil ;Programme in Development Studies;2021;Lund University;LU;55,7119;13,2035;FALSE
364;Russia ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;FALSE
365;Georgia ;Ethnic and Migration Studies;2021;Linköping University;LIU;58,3978;15,576;FALSE
366;Azerbaijan ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;FALSE
367;Armenia ;International Development and Management;2021;Lund University;LU;55,7119;13,2035;FALSE
368;Ukraine ;Global Studies;2021;Lund University;LU;55,7119;13,2035;FALSE
369;Tunisia ;Knowledge-based Entrepreneurship;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
370;Russia ;Strategic Human Resource Management and Labour Relations;2021;University of Gothenburg;GU;57,6982;11,9719;FALSE
371;Philippines ;Maintenance Engineering;2021;Luleå University of Technology;LTU;65,618;22,1402;FALSE
372;Gambia ;Outdoor and Sustainability Education;2021;Linköping University;LIU;58,3978;15,576;FALSE
373;Guatemala ;Pharmaceutical Modelling;2021;Uppsala University;UU;59,8509;17,63;FALSE
374;Rwanda ;Leadership and Management in International Contexts;2021;Linnaeus University;LNU;56,8545;14,83;FALSE
375;Georgia ;Digital Service Innovation;2021;Halmstad University;HH;56,6647;12,878;FALSE
376;Azerbaijan ;European Business Law;2021;Lund University;LU;55,7119;13,2035;FALSE
377;Sudan ;Communication Systems;2021;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
378;Russia ;Environmental Economics and Management;2021;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
379;Rwanda ;Information Systems;2021;Uppsala University;UU;59,8509;17,63;TRUE
380;Sudan ;Renewable Electric Power Systems;2021;Linnaeus University;LNU;56,8545;14,83;TRUE
381;Malawi ;Economics;2021;Umeå University;UMU;63,8202;20,3054;TRUE
382;Ukraine ;International Development and Management;2021;Lund University;LU;55,7119;13,2035;TRUE
383;Nigeria ;Chemistry;2021;Linköping University;LIU;58,3978;15,576;TRUE
384;Liberia ;Exploration and Environmental Geosciences;2021;Luleå University of Technology;LTU;65,618;22,1402;TRUE
385;Georgia ;Social Work and Human Rights;2021;University of Gothenburg;GU;57,6982;11,9719;TRUE
386;Rwanda ;Software Engineering;2021;Blekinge Institute of Technology;BTH;56,1809;15,5922;TRUE
387;Rwanda ;Bioentrepreneurship;2021;Karolinska University Hospital;KI;59,3522;18,0322;TRUE
388;Sudan ;Computer Science;2021;Uppsala University;UU;59,8509;17,63;TRUE
389;Turkey ;Comparative and International Tax Law;2021;Uppsala University;UU;59,8509;17,63;TRUE
390;Azerbaijan ;European Economic Law;2021;Stockholm University;SU;59,3622;18,0578;TRUE
391;Malawi ;Computer Science: Applied Data Science;2021;Malmö University;MAU;55,6088;12,9946;TRUE
392;Sudan ;Renewable Electricity Production;2021;Uppsala University;UU;59,8509;17,63;TRUE
393;Nigeria ;Human Computer Interaction and User Experience;2021;Umeå University;UMU;63,8202;20,3054;TRUE
394;Russia ;Drug Discovery and Development;2021;Uppsala University;UU;59,8509;17,63;TRUE
395;Turkey ;International and European Relations;2021;Linköping University;LIU;58,3978;15,576;TRUE
396;Gambia ;Social Studies of Gender;2021;Lund University;LU;55,7119;13,2035;TRUE
397;Rwanda ;Accounting;2021;Umeå University;UMU;63,8202;20,3054;TRUE
398;Uganda ;Business Administration - Specialising in Auditing and Control;2021;Kristianstad University;HKR;56,0485;14,1463;TRUE
399;Sri Lanka ;Sustainable Development;2021;Uppsala University;UU;59,8509;17,63;TRUE
400;Indonesia ;Economic Growth, Population and Development;2021;Lund University;LU;55,7119;13,2035;TRUE
401;Gambia ;Molecular Biology, Microbiology;2021;Lund University;LU;55,7119;13,2035;TRUE
402;Zimbabwe ;Social Sciences Digital Media and Society;2021;Uppsala University;UU;59,8509;17,63;TRUE
403;Egypt ;Industrial Economics and Management;2021;Blekinge Institute of Technology;BTH;56,1809;15,5922;TRUE
404;Azerbaijan ;Leadership and Organisation: Societal Challenges and Organisational Changes;2021;Malmö University;MAU;55,6088;12,9946;TRUE
405;Peru ;Public Health;2021;Lund University;LU;55,7119;13,2035;TRUE
406;Gambia ;International Development and Management;2021;Lund University;LU;55,7119;13,2035;TRUE
407;Honduras ;Biology, Conservation Biology;2021;Lund University;LU;55,7119;13,2035;TRUE
408;Ukraine ;International Migration and Ethnic Relations;2021;Malmö University;MAU;55,6088;12,9946;TRUE
409;Armenia ;Russian and Eurasian Studies;2021;Uppsala University;UU;59,8509;17,63;TRUE
410;Sri Lanka ;Global Health;2021;Uppsala University;UU;59,8509;17,63;TRUE
411;Russia ;Psychological Science;2021;University of Gothenburg;GU;57,6982;11,9719;TRUE
412;Zimbabwe ;Business Administration - Strategy and Management in International Organisations;2020;Linköping University;LIU;58,3978;15,576;FALSE
413;Gambia ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
414;Uganda ;Public Health with a Specialization in Health Economics;2020;Umeå University;UMU;63,8202;20,3054;FALSE
415;Zambia ;Rural Development and Natural Resource Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
416;Zambia ;Solar Energy Engineering;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
417;Ghana ;Political Science - Gothenburg;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
418;Egypt ;Environmental Science - environmental Toxicology and Chemistry;2020;Stockholm University;SU;59,3622;18,0578;FALSE
419;Nigeria ;Industrial Management and Innovation;2020;Uppsala University;UU;59,8509;17,63;FALSE
420;Indonesia ;Complex Adaptive Systems;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
421;Zambia ;Soil, Water and Environment;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
422;Uganda ;Animal Science;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
423;Nigeria ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
424;Bolivia ;Business Intelligence;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
425;Ghana ;Environmental Engineering and Sustainable Infrastructure;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
426;Liberia ;Criminology;2020;Malmö University;MAU;55,6088;12,9946;FALSE
427;Cameroon ;Public Health Science - Health Equality;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
428;Ethiopia ;Data Science;2020;University of Skövde;HS;58,3941;13,8535;FALSE
429;Ethiopia ;Information Systems;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
430;Gambia ;Accounting;2020;Umeå University;UMU;63,8202;20,3054;FALSE
431;Bangladesh ;Biomedicine;2020;Uppsala University;UU;59,8509;17,63;FALSE
432;Kenya ;Landscape Architecture for Sustainable Urbanisation;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
433;Zambia ;Global Health;2020;Uppsala University;UU;59,8509;17,63;FALSE
434;Rwanda ;Nutrition Science;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
435;Ghana ;Outdoor and Sustainability Education;2020;Linköping University;LIU;58,3978;15,576;FALSE
436;Egypt ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
437;Bangladesh ;International Development and Management;2020;Lund University;LU;55,7119;13,2035;FALSE
438;Cameroon ;Business Studies with an International Focus;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
439;Gambia ;IT and Management;2020;University West;HV;58,2832;12,294;FALSE
440;Bangladesh ;Water Engineering;2020;Uppsala University;UU;59,8509;17,63;FALSE
441;Zimbabwe ;Financial Engineering;2020;Mälardalen University;MDH;59,6186;16,5404;FALSE
442;Myanmar (Burma) ;Public Health Science - Health Economics;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
443;Myanmar (Burma) ;Public Health;2020;Umeå University;UMU;63,8202;20,3054;FALSE
444;Nigeria ;Media and Communication Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
445;Liberia ;Horticultural Science;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
446;Rwanda ;Rural Development and Natural Resource Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
447;Gambia ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
448;Uganda ;Global Health;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
449;Nigeria ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
450;Ghana ;Animal Science;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
451;Ghana ;Experimental and Medical Biosciences;2020;Linköping University;LIU;58,3978;15,576;FALSE
452;Nigeria ;Entrepreneurship, Sustainability and Social Change;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
453;Nigeria ;Communication Systems;2020;Linköping University;LIU;58,3978;15,576;FALSE
454;Ghana ;Accounting;2020;Umeå University;UMU;63,8202;20,3054;FALSE
455;Rwanda ;Nutrition Science;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
456;Cameroon ;Geology, Biogeology;2020;Lund University;LU;55,7119;13,2035;FALSE
457;Nigeria ;Global Health;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
458;Liberia ;Communication;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
459;Indonesia ;Education with International and Comparative specialisation;2020;Stockholm University;SU;59,3622;18,0578;FALSE
460;Gambia ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
461;Ghana ;Global Sexual Reproductive Health;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
462;Liberia ;Environmental Science and Sustainability;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
463;Gambia ;Global Sexual Reproductive Health;2020;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
464;Uganda ;Global Health;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
465;Ghana ;Business Administration (MBA): Business Management;2020;University of Gävle;HIG;60,6685;17,1188;FALSE
466;Rwanda ;Accounting;2020;Umeå University;UMU;63,8202;20,3054;FALSE
467;Malawi ;Welfare Policies and Management;2020;Lund University;LU;55,7119;13,2035;FALSE
468;Ethiopia ;Peace and Development Work;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
469;Tanzania ;Environmental Communication and Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
470;Pakistan ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2020;Halmstad University;HH;56,6647;12,878;FALSE
471;Egypt ;Global Health;2020;Uppsala University;UU;59,8509;17,63;FALSE
472;Peru ;Water Resources Engineering;2020;Lund University;LU;55,7119;13,2035;FALSE
473;Ethiopia ;Information Security;2020;Stockholm University;SU;59,3622;18,0578;FALSE
474;Jordan ;Engineering Management;2020;Jönköping University;HJ;57,7786;14,1619;FALSE
475;Cameroon ;"Business Process Control and Supply Chain Management - Frontiers in
Logistics & Supply Chain Managemen";2020;Linnaeus University;LNU;56,8545;14,83;FALSE
476;Bangladesh ;European and International Trade and Tax Law;2020;Lund University;LU;55,7119;13,2035;FALSE
477;Bangladesh ;European and International Trade and Tax Law;2020;Lund University;LU;55,7119;13,2035;FALSE
478;Colombia ;Sustainable Management;2020;Uppsala University;UU;59,8509;17,63;FALSE
479;Brazil ;ICT Innovation, track Cloud and network infrastructures;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
480;Kenya ;International Affairs;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
481;Egypt ;IT Management;2020;Umeå University;UMU;63,8202;20,3054;FALSE
482;Cambodia ;Accounting and Finance;2020;Lund University;LU;55,7119;13,2035;FALSE
483;Zimbabwe ;Global Health;2020;Uppsala University;UU;59,8509;17,63;FALSE
484;Indonesia ;European and International Trade and Tax Law;2020;Lund University;LU;55,7119;13,2035;FALSE
485;Rwanda ;Information Systems - Information Security Management;2020;Örebro University;ORU;59,2548;15,2493;FALSE
486;Malawi ;Educational Research;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
487;Uganda ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2020;Halmstad University;HH;56,6647;12,878;FALSE
488;Ghana ;Finance;2020;University West;HV;58,2832;12,294;FALSE
489;Rwanda ;Strategic Leadership Towards Sustainability;2020;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
490;Philippines ;Innovation through Business, Engineering and Design;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
491;Uganda ;Mathematics - Applied Mathematics and Statistics;2020;Uppsala University;UU;59,8509;17,63;FALSE
492;Ghana ;Digital Service Innovation;2020;Halmstad University;HH;56,6647;12,878;FALSE
493;Zimbabwe ;Information Security;2020;Luleå University of Technology;LTU;65,618;22,1402;FALSE
494;Kenya ;Agricultural Economics and Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
495;Liberia ;Strategic Communication;2020;Lund University;LU;55,7119;13,2035;FALSE
496;Ghana ;Horticultural Science;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
497;Tanzania ;Social Work and Human Rights;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
498;Ethiopia ;Constitutional Law and Human Rights;2020;Umeå University;UMU;63,8202;20,3054;FALSE
499;Rwanda ;Public Health;2020;Umeå University;UMU;63,8202;20,3054;FALSE
500;Indonesia ;Strategic Communication;2020;Lund University;LU;55,7119;13,2035;FALSE
501;Nepal ;Software Engineering and Technology;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
502;Tanzania ;Leadership and Management in International Contexts;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
503;Tanzania ;International Administration and Global Governance - Gothenburg;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
504;Tanzania ;Rural Development and Natural Resource Management;2020;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
505;Peru ;Economic Growth, Population and Development;2020;Lund University;LU;55,7119;13,2035;FALSE
506;Honduras ;International Strategic Management;2020;Lund University;LU;55,7119;13,2035;FALSE
507;Ecuador ;Sustainable Urban Design;2020;Lund University;LU;55,7119;13,2035;FALSE
508;Ghana ;Business Administration (MBA): Business Management;2020;University of Gävle;HIG;60,6685;17,1188;FALSE
509;Philippines ;Pharmaceutical Technology: Discovery, Development and Production;2020;Lund University;LU;55,7119;13,2035;FALSE
510;Rwanda ;Renewable Electricity Production;2020;Uppsala University;UU;59,8509;17,63;FALSE
511;Cameroon ;Investigative Journalism;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
512;Tanzania ;Educational Research;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
513;Ecuador ;Design and Construction Project Management;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
514;Nepal ;Mechanical Engineering - Structural Mechanics;2020;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
515;Myanmar (Burma) ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
516;Zimbabwe ;Pharmaceutical Technology: Discovery, Development and Production;2020;Lund University;LU;55,7119;13,2035;FALSE
517;Uganda ;Computer Systems and Networks;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
518;Nigeria ;Accounting and Financial Management;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
519;Colombia ;Renewable Electricity Production;2020;Uppsala University;UU;59,8509;17,63;FALSE
520;Pakistan ;Industrial Management and Innovation;2020;Uppsala University;UU;59,8509;17,63;FALSE
521;Tanzania ;Economics;2020;Umeå University;UMU;63,8202;20,3054;FALSE
522;Gambia ;Global Health;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
523;Colombia ;Sustainable Energy Engineering;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
524;Sudan ;Exercise Biomedicine - Human Performance;2020;Halmstad University;HH;56,6647;12,878;FALSE
525;Cambodia ;International Affairs;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
526;Sudan ;Environmental Management and Policy;2020;Lund University;LU;55,7119;13,2035;FALSE
527;Nigeria ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
528;Philippines ;Communication;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
529;Rwanda ;Public Health;2020;Umeå University;UMU;63,8202;20,3054;FALSE
530;Myanmar (Burma) ;Health Informatics;2020;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
531;Tanzania ;Global Health;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
532;Tunisia ;Finance;2020;Lund University;LU;55,7119;13,2035;FALSE
533;Honduras ;Communication Systems;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
534;Indonesia ;Macromolecular Materials;2020;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
535;Zimbabwe ;Information Systems;2020;Lund University;LU;55,7119;13,2035;FALSE
536;Nepal ;Infrastructure and Environmental Engineering;2020;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
537;Rwanda ;Hydrology, Hydrogeology and Water Recourses;2020;Stockholm University;SU;59,3622;18,0578;FALSE
538;Cambodia ;Media and Communication Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
539;Ethiopia ;Leadership and Organisation: Societal Challenges and Organisational Changes;2020;Malmö University;MAU;55,6088;12,9946;FALSE
540;Nigeria ;Sustainable Management;2020;Uppsala University;UU;59,8509;17,63;FALSE
541;Indonesia ;International Strategic Management;2020;Lund University;LU;55,7119;13,2035;FALSE
542;Zambia ;Development Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
543;Vietnam ;Strategic Communication;2020;Örebro University;ORU;59,2548;15,2493;FALSE
544;Tanzania ;Information Systems;2020;Lund University;LU;55,7119;13,2035;FALSE
545;Liberia ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2020;Halmstad University;HH;56,6647;12,878;FALSE
546;Guatemala ;Bioinformatics;2020;Lund University;LU;55,7119;13,2035;FALSE
547;Kenya ;Business Administration specialising in Auditing and Control;2020;Kristianstad University;HKR;56,0485;14,1463;FALSE
548;Colombia ;Urban and Regional Planning;2020;Stockholm University;SU;59,3622;18,0578;FALSE
549;Indonesia ;Digital Business;2020;Jönköping University;HJ;57,7786;14,1619;FALSE
550;Liberia ;Media and Communication Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
551;Malawi ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2020;Halmstad University;HH;56,6647;12,878;FALSE
552;Cambodia ;Media and Communication Studies;2020;Lund University;LU;55,7119;13,2035;FALSE
553;Sudan ;Manufacturing Engineering;2020;University West;HV;58,2832;12,294;FALSE
554;Tunisia ;Chemistry;2020;Linnaeus University;LNU;56,8545;14,83;FALSE
555;Zambia ;Social Studies of Gender;2020;Lund University;LU;55,7119;13,2035;FALSE
556;Nigeria ;Manufacturing Engineering;2020;University West;HV;58,2832;12,294;FALSE
557;Bangladesh ;Public Health;2020;Lund University;LU;55,7119;13,2035;FALSE
558;Nigeria ;Strategic Leadership Towards Sustainability;2020;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
559;Egypt ;Leadership and Organisation: Societal Challenges and Organisational Changes;2020;Malmö University;MAU;55,6088;12,9946;FALSE
560;Rwanda ;Data Science - Data engineering;2020;Uppsala University;UU;59,8509;17,63;FALSE
561;Vietnam ;Information Technology and Learning;2020;University of Gothenburg;GU;57,6982;11,9719;FALSE
562;Pakistan ;Computer Science: Innovation for Change in a Digital Society;2020;Malmö University;MAU;55,6088;12,9946;FALSE
563;Gambia ;Demography, Multidisciplinary;2020;Stockholm University;SU;59,3622;18,0578;FALSE
